,emp_length,purpose,addr_state,funded_amnt_inv,int_rate,annual_inc,dti,inq_last_6mths,pub_rec,revol_util,pub_rec_bankruptcies,pnt_loan_annual
6142,2.0,debt_consolidation,CA,17000.0,0.0751,70000.0,3.36,0.0,0.0,0.428,0.0,0.24285714285714285
6144,1.0,debt_consolidation,AL,1950.0,0.1269,48000.0,21.43,1.0,0.0,0.662,0.0,0.041666666666666664
6145,0.0,debt_consolidation,AZ,17975.0,0.1171,42480.0,10.34,0.0,1.0,0.683,1.0,0.423728813559322
6146,0.0,small_business,AZ,1975.0,0.089,55000.0,4.12,1.0,0.0,0.177,0.0,0.03636363636363636
6147,5.0,debt_consolidation,CA,6700.0,0.0991,156000.0,6.42,0.0,0.0,0.725,0.0,0.04487179487179487
6150,0.0,home_improvement,CA,14925.0,0.0603,100000.0,11.65,0.0,0.0,0.017,0.0,0.15
6154,9.0,home_improvement,NY,6975.0,0.0603,200000.0,2.3,1.0,0.0,0.185,0.0,0.035
6155,7.0,debt_consolidation,WV,21925.0,0.0751,55000.0,16.15,0.0,0.0,0.264,0.0,0.4
6156,1.0,credit_card,NY,1875.0,0.1349,14400.0,18.83,2.0,0.0,0.486,0.0,0.13020833333333334
6157,2.0,other,GA,12000.0,0.1527,170000.0,17.91,2.0,0.0,0.663,0.0,0.07058823529411765
6158,5.0,major_purchase,IL,10000.0,0.0662,74000.0,17.79,2.0,0.0,0.524,0.0,0.13513513513513514
6161,7.0,debt_consolidation,NV,4800.0,0.1065,33000.0,6.95,2.0,0.0,0.658,0.0,0.14545454545454545
6164,1.0,debt_consolidation,TX,5200.0,0.1596,62000.0,9.89,2.0,0.0,0.662,0.0,0.08387096774193549
6166,6.0,other,CA,4800.0,0.0751,35000.0,15.33,0.0,0.0,0.429,0.0,0.13714285714285715
6167,4.0,home_improvement,MO,11975.0,0.1527,69000.0,17.7,3.0,0.0,0.415,0.0,0.17391304347826086
6168,3.0,other,MD,5000.0,0.0603,92001.0,16.27,0.0,0.0,0.081,0.0,0.05434723535613743
6170,4.0,credit_card,MN,11975.0,0.0662,105000.0,18.27,0.0,0.0,0.437,0.0,0.11428571428571428
6173,2.0,debt_consolidation,CA,14750.0,0.079,72000.0,13.4,0.0,0.0,0.359,0.0,0.20833333333333334
6174,11.0,debt_consolidation,MD,30000.0,0.1065,94000.0,24.52,2.0,0.0,0.25,0.0,0.3191489361702128
6177,7.0,car,HI,7200.0,0.089,30000.0,18.72,0.0,0.0,0.821,0.0,0.24
6178,3.0,debt_consolidation,OH,7858.8,0.1171,70000.0,17.57,1.0,0.0,0.884,0.0,0.2057142857142857
6179,4.0,debt_consolidation,OK,11750.0,0.1171,75000.0,17.52,0.0,0.0,0.505,0.0,0.16
6180,1.0,small_business,KY,10000.0,0.1269,64000.0,10.84,2.0,0.0,0.578,0.0,0.15625
6181,nan,debt_consolidation,OH,5000.0,0.1242,20400.0,8.59,1.0,1.0,0.853,1.0,0.24509803921568626
6182,1.0,debt_consolidation,AR,3450.0,0.1171,31400.0,23.31,2.0,0.0,0.489,0.0,0.11146496815286625
6183,5.0,debt_consolidation,FL,2475.0,0.079,36000.0,6.43,1.0,0.0,0.319,0.0,0.06944444444444445
6184,5.0,other,CA,5000.0,0.089,20000.0,15.48,0.0,0.0,0.641,0.0,0.25
6187,11.0,other,FL,10000.0,0.1242,34000.0,9.04,3.0,0.0,0.422,0.0,0.29411764705882354
6188,11.0,other,CA,9800.0,0.0751,50000.0,27.26,3.0,0.0,0.309,0.0,0.196
6189,0.0,debt_consolidation,NY,5000.0,0.1349,21000.0,5.94,2.0,0.0,0.822,0.0,0.23809523809523808
6190,6.0,credit_card,GA,12700.0,0.1727,43400.0,19.85,0.0,0.0,0.583,0.0,0.2926267281105991
6191,11.0,medical,NV,6000.0,0.089,44500.0,22.09,1.0,0.0,0.247,0.0,0.1348314606741573
6192,3.0,credit_card,MD,7200.0,0.1065,66600.0,11.42,3.0,0.0,0.514,0.0,0.10810810810810811
6193,nan,medical,IL,10475.0,0.0751,70000.0,0.51,2.0,0.0,0.003,0.0,0.15
6194,3.0,small_business,GA,27975.0,0.0991,125000.0,15.95,0.0,0.0,0.406,0.0,0.224
6195,5.0,small_business,FL,29975.0,0.0662,61500.0,15.4,0.0,0.0,0.094,0.0,0.4878048780487805
6198,nan,credit_card,CA,25000.0,0.0991,54000.0,20.0,0.0,0.0,0.598,0.0,0.46296296296296297
6201,5.0,debt_consolidation,PA,6000.0,0.0662,66000.0,13.76,0.0,0.0,0.397,0.0,0.09090909090909091
6202,6.0,major_purchase,CA,13725.0,0.079,45000.0,10.0,0.0,0.0,0.081,0.0,0.3111111111111111
6203,2.0,debt_consolidation,MI,6000.0,0.0662,18000.0,17.87,1.0,0.0,0.177,0.0,0.3333333333333333
6204,7.0,credit_card,CA,17700.0,0.0751,115000.0,15.99,0.0,0.0,0.548,0.0,0.1565217391304348
6210,5.0,wedding,NY,3600.0,0.1269,80000.0,7.27,2.0,0.0,0.963,0.0,0.045
6214,6.0,house,CO,2500.0,0.1349,55000.0,15.99,2.0,0.0,0.856,0.0,0.045454545454545456
6215,0.0,credit_card,IL,6000.0,0.0991,112000.0,24.92,2.0,0.0,0.736,0.0,0.05357142857142857
6216,2.0,credit_card,OH,4000.0,0.079,61000.0,15.05,2.0,0.0,0.079,0.0,0.06557377049180328
6218,3.0,wedding,DC,5300.0,0.0662,65000.0,2.99,0.0,0.0,0.413,0.0,0.08153846153846153
6219,11.0,debt_consolidation,KS,11750.0,0.079,50000.0,16.8,0.0,0.0,0.587,0.0,0.24
6220,11.0,debt_consolidation,AL,3600.0,0.1677,36000.0,20.6,2.0,0.0,0.996,0.0,0.1
6224,11.0,debt_consolidation,NC,9000.0,0.1758,30000.0,7.56,0.0,1.0,0.805,1.0,0.3
6226,2.0,debt_consolidation,CA,6000.0,0.079,22356.0,4.62,0.0,0.0,0.651,0.0,0.2683843263553409
6227,1.0,debt_consolidation,AZ,25000.0,0.1527,100800.0,17.83,2.0,0.0,0.941,0.0,0.24801587301587302
6228,1.0,major_purchase,PA,7200.0,0.089,85000.0,24.48,1.0,0.0,0.633,0.0,0.08470588235294117
6229,1.0,major_purchase,MD,7500.0,0.079,35000.0,11.79,0.0,0.0,0.14,0.0,0.21428571428571427
6230,11.0,debt_consolidation,AL,7100.0,0.0751,33600.0,17.14,4.0,0.0,0.323,0.0,0.21205357142857142
6231,4.0,debt_consolidation,CO,1800.0,0.0751,52000.0,15.37,0.0,0.0,0.587,0.0,0.03461538461538462
6233,11.0,debt_consolidation,SD,2100.0,0.0603,64000.0,3.32,0.0,0.0,0.482,0.0,0.0328125
6235,6.0,home_improvement,NY,7775.0,0.0662,50000.0,4.46,1.0,0.0,0.697,0.0,0.156
6236,11.0,credit_card,NC,7750.0,0.0991,90000.0,14.91,0.0,1.0,0.681,1.0,0.08888888888888889
6238,6.0,credit_card,NY,11750.0,0.089,80800.0,20.91,0.0,0.0,0.555,0.0,0.1485148514851485
6239,5.0,other,NJ,1500.0,0.0662,96000.0,4.88,0.0,0.0,0.0,0.0,0.015625
6241,0.0,home_improvement,VA,10400.0,0.0991,110888.0,7.03,1.0,0.0,0.487,0.0,0.09378832696053675
6242,11.0,debt_consolidation,NJ,5975.0,0.079,81000.0,24.3,0.0,0.0,0.711,0.0,0.07685185185185185
6243,3.0,small_business,IL,12000.0,0.0662,150000.0,4.38,2.0,0.0,0.142,0.0,0.08
6245,7.0,other,GA,4800.0,0.089,102000.0,16.79,1.0,0.0,0.782,0.0,0.047058823529411764
6246,7.0,debt_consolidation,MA,20725.0,0.1269,68666.0,17.84,0.0,0.0,0.797,0.0,0.30582821192438764
6247,nan,credit_card,AZ,5275.0,0.079,20485.0,10.08,2.0,1.0,0.476,1.0,0.2721503539175006
6249,11.0,credit_card,CA,11975.0,0.0603,45000.0,11.55,0.0,0.0,0.357,0.0,0.26666666666666666
6252,1.0,credit_card,NJ,14975.0,0.1242,88000.0,11.99,0.0,0.0,0.399,0.0,0.17045454545454544
6253,11.0,debt_consolidation,PA,7000.0,0.0603,22800.0,28.42,3.0,0.0,0.411,0.0,0.30701754385964913
6254,11.0,other,CA,15000.0,0.1677,122000.0,19.78,0.0,0.0,0.987,0.0,0.12295081967213115
6256,0.0,other,MO,12000.0,0.1349,48000.0,1.63,1.0,0.0,0.339,0.0,0.25
6257,11.0,moving,NH,5725.0,0.079,53000.0,16.42,0.0,0.0,0.206,0.0,0.11320754716981132
6258,0.0,debt_consolidation,CA,7200.0,0.0991,30000.0,17.72,0.0,0.0,0.742,0.0,0.24
6259,8.0,debt_consolidation,CA,12525.0,0.089,38500.0,12.59,0.0,0.0,0.593,0.0,0.33246753246753247
6261,11.0,credit_card,CA,7975.0,0.089,150000.0,8.09,2.0,0.0,0.747,0.0,0.05333333333333334
6264,11.0,other,IL,5400.0,0.089,50000.0,22.39,3.0,0.0,0.661,0.0,0.108
6265,0.0,debt_consolidation,NJ,11975.0,0.1171,50000.0,16.68,1.0,0.0,0.8,0.0,0.24
6266,6.0,major_purchase,NY,2975.0,0.0603,80000.0,1.24,0.0,0.0,0.087,0.0,0.0375
6267,2.0,other,CA,4800.0,0.079,55200.0,10.17,4.0,0.0,0.088,0.0,0.08695652173913043
6268,1.0,debt_consolidation,IL,6500.0,0.1596,50000.0,6.29,1.0,0.0,0.109,0.0,0.13
6269,11.0,debt_consolidation,RI,10000.0,0.0662,100000.0,9.41,1.0,0.0,0.2,0.0,0.1
6270,7.0,debt_consolidation,OR,3350.0,0.1065,76000.0,10.77,0.0,1.0,0.561,1.0,0.04736842105263158
6271,5.0,debt_consolidation,FL,2000.0,0.1171,40000.0,13.11,0.0,0.0,0.461,0.0,0.05
6272,8.0,debt_consolidation,TX,1400.0,0.089,28800.0,22.25,1.0,0.0,0.291,0.0,0.04861111111111111
6273,1.0,debt_consolidation,NY,4200.0,0.1758,70000.0,3.67,0.0,0.0,0.888,0.0,0.06
6276,1.0,credit_card,MN,5000.0,0.1825,33600.0,4.36,0.0,0.0,0.959,0.0,0.1488095238095238
6277,11.0,debt_consolidation,FL,22775.0,0.1242,60000.0,19.84,0.0,0.0,0.616,0.0,0.3879166666666667
6279,11.0,wedding,TX,3925.0,0.0662,47000.0,27.93,1.0,0.0,0.719,0.0,0.0851063829787234
6280,7.0,debt_consolidation,MO,8400.0,0.089,52000.0,8.98,1.0,0.0,0.786,0.0,0.16153846153846155
6281,6.0,credit_card,OH,15350.0,0.079,90000.0,16.35,0.0,0.0,0.691,0.0,0.17333333333333334
6283,4.0,debt_consolidation,MD,11800.0,0.0603,102500.0,19.43,0.0,0.0,0.369,0.0,0.1151219512195122
6284,4.0,other,IL,4200.0,0.079,12000.0,12.5,1.0,0.0,0.355,0.0,0.35
6285,4.0,moving,FL,12000.0,0.0603,120155.0,8.28,0.0,0.0,0.0,0.0,0.09987099995838708
6286,9.0,debt_consolidation,NJ,12625.0,0.1171,83195.0,16.2,0.0,0.0,0.588,0.0,0.1562593905883767
6288,11.0,debt_consolidation,FL,6950.0,0.079,37200.0,15.55,0.0,0.0,0.591,0.0,0.1935483870967742
6291,11.0,debt_consolidation,PA,11925.0,0.0662,100000.0,7.16,0.0,0.0,0.395,0.0,0.12
6292,6.0,other,FL,6000.0,0.1427,45000.0,17.55,0.0,0.0,0.131,0.0,0.13333333333333333
6293,5.0,home_improvement,TX,12000.0,0.1527,102000.0,4.18,2.0,0.0,0.26,0.0,0.11764705882352941
6296,3.0,debt_consolidation,CT,10225.0,0.0662,60000.0,22.1,0.0,0.0,0.655,0.0,0.17083333333333334
6297,0.0,major_purchase,AL,13850.0,0.1171,97000.0,16.26,0.0,1.0,0.574,1.0,0.14432989690721648
6298,11.0,debt_consolidation,MD,24000.0,0.1942,96000.0,23.66,0.0,0.0,0.933,0.0,0.25
6299,5.0,debt_consolidation,IL,34925.0,0.1825,130000.0,13.74,2.0,0.0,0.625,0.0,0.2692307692307692
6301,1.0,other,NJ,2000.0,0.1349,45000.0,15.95,2.0,0.0,0.517,0.0,0.044444444444444446
6303,11.0,debt_consolidation,AZ,2000.0,0.1427,33000.0,8.0,0.0,0.0,0.789,0.0,0.06060606060606061
6304,3.0,debt_consolidation,MI,9800.0,0.0991,26004.0,12.09,1.0,0.0,0.322,0.0,0.3845562221196739
6305,3.0,home_improvement,CT,4500.0,0.1242,130000.0,18.37,0.0,1.0,0.901,1.0,0.038461538461538464
6306,5.0,debt_consolidation,MA,5200.0,0.079,64000.0,28.74,1.0,0.0,0.228,0.0,0.08125
6307,11.0,other,NY,11950.0,0.0662,72000.0,28.87,1.0,0.0,0.236,0.0,0.16666666666666666
6308,3.0,wedding,NY,4000.0,0.1758,40000.0,8.82,2.0,0.0,0.959,0.0,0.1
6309,1.0,major_purchase,IL,1500.0,0.0751,30000.0,19.24,0.0,0.0,0.276,0.0,0.05
6313,3.0,other,CA,5000.0,0.1065,150000.0,6.44,1.0,0.0,0.749,0.0,0.03333333333333333
6314,11.0,credit_card,CA,5750.0,0.0991,60000.0,10.86,0.0,0.0,0.88,0.0,0.1
6315,5.0,car,UT,3950.0,0.089,34400.0,6.17,0.0,0.0,0.808,0.0,0.12209302325581395
6316,5.0,credit_card,OH,8900.0,0.1242,60000.0,14.44,1.0,0.0,0.296,0.0,0.15
6317,11.0,car,LA,6000.0,0.089,76000.0,23.35,1.0,0.0,0.766,0.0,0.07894736842105263
6318,11.0,debt_consolidation,CA,10000.0,0.0662,57600.0,20.19,3.0,0.0,0.59,0.0,0.18229166666666666
6320,11.0,car,PA,4500.0,0.0751,49200.0,5.0,0.0,0.0,0.422,0.0,0.0975609756097561
6321,2.0,debt_consolidation,MA,10500.0,0.1242,63000.0,8.7,0.0,0.0,0.777,0.0,0.1746031746031746
6322,7.0,credit_card,FL,8000.0,0.1629,68000.0,13.8,2.0,0.0,0.477,0.0,0.11764705882352941
6323,1.0,debt_consolidation,MD,12000.0,0.1065,86000.0,9.78,0.0,0.0,0.319,0.0,0.13953488372093023
6325,3.0,moving,NY,5000.0,0.0603,54590.0,5.96,0.0,0.0,0.035,0.0,0.09159186664224217
6326,nan,debt_consolidation,CA,9600.0,0.0603,28000.0,15.04,0.0,0.0,0.468,0.0,0.34285714285714286
6328,11.0,debt_consolidation,MN,7100.0,0.0662,74004.0,21.94,2.0,0.0,0.471,0.0,0.09627857953624129
6329,5.0,car,NY,8400.0,0.0751,240000.0,5.72,1.0,0.0,0.312,0.0,0.035
6331,2.0,major_purchase,LA,19000.0,0.089,78000.0,3.22,2.0,0.0,0.009,0.0,0.24358974358974358
6333,0.0,debt_consolidation,MA,7950.0,0.1596,83200.0,16.37,1.0,1.0,0.784,1.0,0.09615384615384616
6335,1.0,debt_consolidation,TX,14875.0,0.1242,32000.0,12.71,0.0,0.0,0.459,0.0,0.46875
6337,3.0,credit_card,CA,9900.0,0.1427,50000.0,14.74,0.0,0.0,0.833,0.0,0.2
6339,11.0,debt_consolidation,MD,8950.0,0.1065,104000.0,16.1,1.0,0.0,0.847,0.0,0.08653846153846154
6340,5.0,credit_card,NJ,13275.0,0.1758,54000.0,9.78,0.0,0.0,0.873,0.0,0.24583333333333332
6342,9.0,other,NJ,5500.0,0.0603,65004.0,22.52,0.0,0.0,0.417,0.0,0.08461017783521015
6343,6.0,debt_consolidation,NY,9975.0,0.0751,80000.0,12.1,1.0,0.0,0.337,0.0,0.125
6344,5.0,major_purchase,NY,6500.0,0.0603,42000.0,14.69,0.0,0.0,0.059,0.0,0.15476190476190477
6345,1.0,debt_consolidation,FL,2400.0,0.1629,21600.0,7.33,0.0,0.0,0.86,0.0,0.1111111111111111
6346,11.0,debt_consolidation,PA,1000.0,0.1629,32000.0,19.95,0.0,0.0,0.0,0.0,0.03125
6347,nan,major_purchase,NV,5000.0,0.0603,63000.0,7.81,0.0,0.0,0.011,0.0,0.07936507936507936
6348,5.0,car,NC,3800.0,0.1065,45000.0,13.6,1.0,0.0,0.229,0.0,0.08444444444444445
6349,2.0,major_purchase,FL,9750.0,0.1171,60000.0,18.06,0.0,0.0,0.428,0.0,0.16666666666666666
6350,11.0,debt_consolidation,NM,1500.0,0.1629,45996.0,24.63,0.0,0.0,0.4185,0.0,0.03261153143751631
6351,9.0,other,NV,4800.0,0.0751,45000.0,17.31,0.0,0.0,0.274,0.0,0.10666666666666667
6352,5.0,home_improvement,TX,23750.0,0.089,102000.0,17.91,1.0,0.0,0.225,0.0,0.23333333333333334
6353,1.0,debt_consolidation,CT,2000.0,0.079,61000.0,13.22,0.0,0.0,0.245,0.0,0.03278688524590164
6354,7.0,credit_card,TX,19575.0,0.1065,85900.0,14.29,0.0,0.0,0.611,0.0,0.23282887077997672
6356,11.0,debt_consolidation,GA,8325.0,0.0751,52000.0,25.5,2.0,0.0,0.398,0.0,0.16009615384615383
6360,1.0,credit_card,WA,9550.0,0.0991,80000.0,14.92,0.0,0.0,0.772,0.0,0.12
6361,11.0,medical,IL,3000.0,0.1427,56000.0,20.1,1.0,0.0,0.8,0.0,0.05357142857142857
6363,8.0,major_purchase,KY,2500.0,0.0603,15300.0,26.43,0.0,0.0,0.046,0.0,0.16339869281045752
6365,5.0,debt_consolidation,PA,18775.0,0.079,82000.0,11.06,1.0,0.0,0.517,0.0,0.2326219512195122
6367,2.0,home_improvement,NY,7975.0,0.0662,136173.0,4.59,1.0,0.0,0.307,0.0,0.058748797485551466
6369,11.0,debt_consolidation,TX,11625.0,0.1242,73527.0,21.87,0.0,0.0,0.69,0.0,0.16320535313558285
6373,9.0,car,GA,5600.0,0.1596,48000.0,11.8,2.0,0.0,0.539,0.0,0.11666666666666667
6374,6.0,debt_consolidation,CA,2400.0,0.1629,24000.0,20.75,0.0,0.0,0.894,0.0,0.1
6375,4.0,wedding,CA,6975.0,0.0662,80000.0,8.67,2.0,0.0,0.151,0.0,0.0875
6376,1.0,debt_consolidation,NH,6000.0,0.0662,82531.8,20.02,1.0,0.0,0.601,0.0,0.07269925047072764
6377,9.0,vacation,GA,2750.0,0.0751,60000.0,19.74,0.0,0.0,0.7,0.0,0.05
6378,6.0,credit_card,CA,12000.0,0.0662,90000.0,14.76,1.0,0.0,0.295,0.0,0.13333333333333333
6379,3.0,credit_card,GA,5000.0,0.0603,70000.0,1.75,0.0,0.0,0.012,0.0,0.07142857142857142
6384,1.0,home_improvement,PA,5000.0,0.1527,60000.0,11.72,3.0,1.0,0.828,1.0,0.08333333333333333
6387,9.0,debt_consolidation,FL,6500.0,0.0603,55236.0,22.34,0.0,0.0,0.352,0.0,0.11767687739879788
6388,11.0,credit_card,FL,11950.0,0.0662,165000.0,4.09,1.0,0.0,0.648,0.0,0.07272727272727272
6389,5.0,major_purchase,GA,2800.0,0.1465,86400.0,4.63,3.0,0.0,0.78,0.0,0.032407407407407406
6390,2.0,other,OH,8150.0,0.0751,75000.0,12.91,2.0,0.0,0.312,0.0,0.10866666666666666
6393,2.0,home_improvement,OH,8000.0,0.1465,45000.0,21.6,3.0,0.0,0.066,0.0,0.17777777777777778
6394,1.0,debt_consolidation,AL,14800.0,0.1942,76700.0,20.76,2.0,0.0,0.37,0.0,0.19295958279009126
6395,6.0,medical,GA,12800.0,0.1171,70000.0,18.1,0.0,0.0,0.463,0.0,0.18285714285714286
6396,9.0,debt_consolidation,CA,13900.0,0.1242,40000.0,23.13,0.0,0.0,0.546,0.0,0.35
6397,4.0,credit_card,NC,8000.0,0.1269,38000.0,13.45,1.0,0.0,0.786,0.0,0.21052631578947367
6399,11.0,other,NC,1500.0,0.1269,39600.0,10.64,0.0,0.0,0.93,0.0,0.03787878787878788
6400,2.0,debt_consolidation,SC,5750.0,0.0991,40000.0,13.83,0.0,0.0,0.602,0.0,0.15
6402,1.0,debt_consolidation,TX,10000.0,0.1349,35640.0,23.64,3.0,1.0,0.786,1.0,0.28058361391694725
6403,1.0,credit_card,NJ,8975.0,0.0751,60000.0,21.37,1.0,0.0,0.278,0.0,0.15
6405,11.0,other,CA,3000.0,0.1427,115154.16,16.63,0.0,0.0,0.795,0.0,0.026052033204879442
6407,8.0,major_purchase,CA,4650.0,0.0991,43000.0,14.37,0.0,0.0,0.827,0.0,0.11395348837209303
6408,3.0,debt_consolidation,NY,11692.3357003171,0.079,187000.0,4.89,2.0,0.0,0.0,0.0,0.06417112299465241
6409,nan,credit_card,TX,7500.0,0.0662,26300.0,15.56,4.0,0.0,0.255,0.0,0.28517110266159695
6410,nan,debt_consolidation,CO,1000.0,0.089,12480.0,6.35,0.0,0.0,0.24,0.0,0.08012820512820513
6411,2.0,other,RI,1000.0,0.0603,40000.0,25.17,0.0,0.0,0.39,0.0,0.025
6413,0.0,car,AZ,4500.0,0.0662,32000.0,18.45,3.0,0.0,0.045,0.0,0.140625
6414,4.0,major_purchase,MN,5000.0,0.0662,24000.0,15.8,2.0,0.0,0.207,0.0,0.20833333333333334
6418,11.0,debt_consolidation,CA,12000.0,0.1727,102000.0,13.84,0.0,0.0,0.942,0.0,0.11764705882352941
6420,5.0,debt_consolidation,MO,11975.0,0.0603,64000.0,15.64,0.0,0.0,0.355,0.0,0.1875
6421,6.0,debt_consolidation,AZ,2400.0,0.1269,60500.0,22.04,3.0,0.0,0.648,0.0,0.03966942148760331
6422,8.0,debt_consolidation,FL,7468.08717178127,0.089,55000.0,1.9,1.0,0.0,0.272,0.0,0.13636363636363635
6424,4.0,home_improvement,FL,6000.0,0.0603,80000.0,9.03,0.0,0.0,0.266,0.0,0.075
6425,7.0,renewable_energy,MA,3950.0,0.0603,109000.0,2.73,0.0,0.0,0.06,0.0,0.036238532110091745
6426,2.0,debt_consolidation,CA,1800.0,0.1199,19200.0,21.25,0.0,0.0,0.414,0.0,0.09375
6427,7.0,debt_consolidation,TX,6800.0,0.1171,64000.0,10.91,1.0,0.0,0.428,0.0,0.10625
6428,2.0,credit_card,PA,6650.0,0.1269,56000.0,23.36,1.0,0.0,0.832,0.0,0.11875
6430,0.0,other,CA,1500.0,0.1269,20004.0,3.06,1.0,0.0,0.317,0.0,0.07498500299940011
6431,0.0,debt_consolidation,SC,14000.0,0.1269,45000.0,14.88,2.0,0.0,0.419,0.0,0.3111111111111111
6432,0.0,other,PA,6000.0,0.079,57000.0,8.61,0.0,0.0,0.405,0.0,0.10526315789473684
6433,11.0,other,CT,6450.0,0.0603,95000.0,9.03,3.0,0.0,0.072,0.0,0.07894736842105263
6437,9.0,car,NY,3700.0,0.0991,25000.0,6.14,0.0,0.0,0.252,0.0,0.148
6438,1.0,debt_consolidation,OH,5000.0,0.0603,30000.0,4.8,1.0,0.0,0.227,0.0,0.16666666666666666
6439,0.0,other,CA,3000.0,0.1065,21000.0,20.11,0.0,0.0,0.932,0.0,0.14285714285714285
6440,11.0,credit_card,HI,6742.99765777633,0.079,40000.0,17.25,0.0,0.0,0.492,0.0,0.175
6442,7.0,credit_card,CA,9350.0,0.1171,53000.0,18.18,0.0,0.0,0.638,0.0,0.1811320754716981
6446,11.0,debt_consolidation,TX,9050.0,0.0603,75000.0,13.15,0.0,0.0,0.298,0.0,0.12133333333333333
6447,11.0,debt_consolidation,PA,19593.2221733629,0.1065,95000.0,20.32,0.0,0.0,0.429,0.0,0.21052631578947367
6448,2.0,credit_card,CT,34950.0,0.079,115000.0,4.14,0.0,0.0,0.588,0.0,0.30434782608695654
6450,4.0,small_business,UT,4475.0,0.0603,42000.0,19.03,0.0,0.0,0.062,0.0,0.10714285714285714
6454,0.0,debt_consolidation,MD,34950.0,0.089,144000.0,17.25,0.0,0.0,0.643,0.0,0.24305555555555555
6455,11.0,home_improvement,GA,5000.0,0.0751,115000.0,9.27,3.0,0.0,0.216,0.0,0.043478260869565216
6456,6.0,other,TX,10000.0,0.1269,100000.0,15.17,0.0,0.0,0.818,0.0,0.1
6457,7.0,debt_consolidation,CA,12000.0,0.1465,87500.0,15.89,3.0,0.0,0.486,0.0,0.13714285714285715
6459,0.0,credit_card,NJ,6000.0,0.0603,55000.0,8.92,0.0,0.0,0.229,0.0,0.10909090909090909
6463,11.0,car,AR,2150.0,0.1065,31000.0,20.59,0.0,1.0,0.939,1.0,0.07741935483870968
6464,11.0,debt_consolidation,LA,16000.0,0.1596,162000.0,19.68,1.0,0.0,0.954,0.0,0.09876543209876543
6465,11.0,debt_consolidation,NJ,14000.0,0.0603,75000.0,12.13,0.0,0.0,0.115,0.0,0.18666666666666668
6466,11.0,debt_consolidation,UT,6500.0,0.0662,30000.0,8.88,0.0,0.0,0.629,0.0,0.21666666666666667
6467,4.0,debt_consolidation,OH,4750.0,0.0991,30000.0,21.16,0.0,0.0,0.41,0.0,0.16666666666666666
6468,11.0,home_improvement,NC,9975.0,0.0603,42000.0,22.91,0.0,0.0,0.007,0.0,0.23809523809523808
6470,3.0,major_purchase,FL,2500.0,0.089,33600.0,14.64,0.0,0.0,0.814,0.0,0.0744047619047619
6471,8.0,debt_consolidation,AZ,9350.0,0.1269,75000.0,11.46,0.0,0.0,0.546,0.0,0.128
6472,3.0,credit_card,MA,3742.33559154995,0.079,30000.0,14.08,0.0,0.0,0.566,0.0,0.13333333333333333
6476,11.0,debt_consolidation,PA,9000.0,0.1677,56000.0,21.69,0.0,0.0,0.454,0.0,0.16071428571428573
6478,4.0,medical,DE,7200.0,0.0751,105000.0,29.62,0.0,0.0,0.706,0.0,0.06857142857142857
6479,7.0,home_improvement,DE,2500.0,0.1171,68000.0,17.65,2.0,0.0,0.572,0.0,0.03676470588235294
6480,11.0,debt_consolidation,OK,7000.0,0.1629,80000.0,10.93,3.0,0.0,0.692,0.0,0.0875
6482,9.0,debt_consolidation,NC,7225.0,0.0662,140000.0,5.69,0.0,0.0,0.0,0.0,0.05357142857142857
6484,11.0,home_improvement,CA,29500.0,0.0662,94000.0,7.56,0.0,0.0,0.095,0.0,0.3191489361702128
6485,3.0,debt_consolidation,CA,3625.0,0.0603,65000.0,14.18,0.0,0.0,0.103,0.0,0.05576923076923077
6486,4.0,debt_consolidation,WA,19975.0,0.089,66000.0,5.58,1.0,0.0,0.298,0.0,0.30303030303030304
6487,5.0,major_purchase,CA,2250.0,0.1269,48000.0,2.25,0.0,0.0,0.304,0.0,0.046875
6489,11.0,debt_consolidation,CA,10575.0,0.1065,82500.0,15.19,0.0,1.0,0.446,1.0,0.13333333333333333
6490,4.0,credit_card,AZ,7000.0,0.1349,55000.0,11.3,0.0,0.0,0.569,0.0,0.12727272727272726
6492,0.0,medical,AR,1000.0,0.1349,18000.0,17.6,1.0,1.0,0.186,0.0,0.05555555555555555
6493,11.0,credit_card,CA,15692.9977163718,0.079,58000.0,11.42,1.0,0.0,0.505,0.0,0.2706896551724138
6495,3.0,credit_card,FL,8550.0,0.1269,109000.0,7.98,0.0,0.0,0.914,0.0,0.08073394495412844
6496,3.0,debt_consolidation,WY,19750.0,0.0751,38000.0,20.59,0.0,0.0,0.456,0.0,0.5197368421052632
6497,11.0,credit_card,CA,11150.0,0.0603,54000.0,16.91,0.0,0.0,0.262,0.0,0.2074074074074074
6500,11.0,small_business,CA,6750.0,0.079,75000.0,24.49,0.0,0.0,0.699,0.0,0.09033333333333333
6501,11.0,debt_consolidation,DE,6000.0,0.1349,85000.0,12.3,1.0,0.0,0.751,0.0,0.07058823529411765
6502,11.0,other,PA,3500.0,0.0662,70254.0,20.94,4.0,0.0,0.171,0.0,0.04981922737495374
6503,4.0,vacation,NY,3725.0,0.079,45000.0,6.29,0.0,0.0,0.541,0.0,0.08888888888888889
6509,0.0,other,KS,6000.0,0.1349,30000.0,9.68,3.0,0.0,0.08,0.0,0.2
6510,5.0,debt_consolidation,NV,2500.0,0.1629,45300.0,18.01,0.0,0.0,0.225,0.0,0.05518763796909492
6511,5.0,small_business,CA,4400.0,0.1242,24000.0,19.0,3.0,0.0,0.194,0.0,0.18333333333333332
